,author,statement,source,date,target
219,Samantha Putterman,Photo shows a copycat ‘QAnon shaman’ at attack on Brazil’s capital.,Tweets,"January 9, 2023",false
220,Jill Terreri,"A $5,000 stimulus loan is available.",Facebook posts,"• January 6,",false
221,Gabrielle Settles,"Tee Higgins ""isn't even leaving the hospital till he knows (Damar) Hamlin is OK.""",Facebook posts,"January 6, 2023",false
222,Samantha Putterman,"""Pope Benedict XVI and the Vatican requested that President Biden not attend Benedict’s funeral.""",Newsmax,"January 6, 2023",false
223,Samantha Putterman,"There have been “1,598 athlete cardiac arrests since Jan 2021. 69% fatal.""",Liz Wheeler,"January 5, 2023",false
224,Madison Czopek,Buffalo Bills player Damar Hamlin’s collapse was caused by the COVID-19 vaccine.,Instagram posts,"January 4, 2023",false
225,Yacob Reyes,"After Joe Biden became vice president, at the behest of his father, he gave his uncle, Frank H. Biden, a Purple Heart for serving in the U.S. military during World War II.",Joe Biden,"December 20, 2022",false
226,Tom Kertscher,"Says he has been to “Afghanistan, Iraq and those areas” twice as president.",Joe Biden,"December 20, 2022",false
227,Ciara O'Rourke,Tesla launched a cryptocurrency platform that “aims to help families become wealthier.”,Bloggers,"December 20, 2022",false
228,Ciara O'Rourke,A video shows Rep. Matt Gaetz threatening Robert Mueller with jail time.,Facebook posts,"December 20, 2022",false
229,Ciara O'Rourke,"Elon Musk said, “I predict that I will buy tomorrow the entire Meta company.”",Instagram posts,"December 20, 2022",false
230,Ciara O'Rourke,People who stole U.S. Postal Service uniforms are posing as postal workers and robbing people at gunpoint.,Facebook posts,"December 20, 2022",false
231,Jeff Cercone,“The FDA finally came out and said that Pfizer’s COVID shot causes blood clots.”,Instagram posts,"December 20, 2022",false
232,Ciara O'Rourke,“The Simpsons predicted Pizzagate.”,Viral image,"December 20, 2022",pants-fire
233,Ciara O'Rourke,A video shows Jim Jordan saying the 2020 “election was stolen.”,Facebook posts,"December 20, 2022",false
234,Ciara O'Rourke,A video shows migrants faking tears for news cameras.,Facebook posts,"December 20, 2022",false
235,Ciara O'Rourke,"Elon Musk said, “In some parts of the world, journalists get murdered for crossing the wrong people.”",Viral image,"December 20, 2022",false
236,Ciara O'Rourke,Russia’s Army was “destroyed.”,Facebook posts,"December 19, 2022",false
237,Ciara O'Rourke,Cellphones can be used to pop popcorn kernels.,Facebook posts,"December 19, 2022",false
238,Ciara O'Rourke,A video shows Nancy Pelosi unveiling a portrait of former U.S. Energy Department employee.,Viral image,"December 19, 2022",false
239,Ciara O'Rourke,A video shows lawmakers in compromising positions with children.,Viral image,"December 16, 2022",pants-fire
240,Andy Nguyen,A “well-crafted garlic salve” can “heal any ailment of the lungs and respiratory system.”,Instagram posts,"December 16, 2022",false
241,Ciara O'Rourke,A video shows Rep. Jim Jordan threatening House Speaker Nancy Pelosi with “‘possible’ jail time.”,Facebook posts,"December 16, 2022",pants-fire
242,Ciara O'Rourke,"Says U.S. Rep. Katie Porter, D-Calif., “says pedophilia isn’t a crime — it’s an identity.”",Viral image,"December 16, 2022",pants-fire
243,Jeff Cercone,"Human traffickers are putting toxin-laced tissues on gas pumps and door handles, then waiting for potential victims to pass out.",Instagram posts,"December 16, 2022",false
244,Madison Czopek,The COVID-19 vaccines were linked to the deaths of 80 Canadian doctors.,Instagram posts,"December 16, 2022",false
245,Jeff Cercone,"There are a record high cases of flu in the U.S. this year, and “last year there were none.”",Instagram posts,"December 15, 2022",false
246,Ciara O'Rourke,Stephen Boss died because of the COVID-19 vaccine.,Tweets,"December 15, 2022",false
247,Gabrielle Settles,"Video shows Sen. John Kennedy telling Secretary of Homeland Security Alejandro Mayorkas, “You will be impeached.”",Facebook posts,"December 15, 2022",false
248,Ciara O'Rourke,"Video shows Attorney General Merrick Garland saying, “Wait for revenge.”",Facebook posts,"December 15, 2022",pants-fire
249,Amy Sherman,Kari Lake’s lawsuit “exposes Arizona used no signature verification.”,Facebook posts,"December 15, 2022",false
250,Kristin Hugo,"England’s Oxfordshire County Council has passed a trial ""climate lockdown,"" “confining residents to their own neighbourhoods.”",Facebook posts,"December 15, 2022",false
251,Ciara O'Rourke,Pfizer confirmed stiff-person syndrome is an adverse effect of the COVID-19 vaccine.,Instagram posts,"December 15, 2022",false
252,Ciara O'Rourke,Grant Wahl died because of the COVID-19 vaccine.,Facebook posts,"December 14, 2022",false
253,Gabrielle Settles,The Federal Reserve “has suspended the availability of new currency.”,Facebook posts,"December 14, 2022",false
254,Andy Nguyen,"Large machinery is “required to move 500,000 pounds of earth in order to get the minerals needed for one single Tesla car battery.”",Instagram posts,"December 13, 2022",false
255,Ciara O'Rourke,The war in Ukraine is “all over.”,Facebook posts,"December 13, 2022",false
256,Ciara O'Rourke,This video shows Chuck Grassley demanding Joe Biden’s “resignation.”,Facebook posts,"December 13, 2022",false
257,Ciara O'Rourke,Early vote counts after the polls closed in Georgia’s U.S. Senate runoff are evidence of election fraud.,Instagram posts,"December 13, 2022",pants-fire
258,Jeff Cercone,Recent blood clots or strokes in four major athletes are an unwanted effect of COVID-19 vaccines.,Facebook posts,"December 13, 2022",false
259,Madison Czopek,The Human Meat Project is using donated bodies and organs to create “alternative meat consumption options.”,Facebook posts,"December 12, 2022",false
260,Ciara O'Rourke,“JAG charges Nancy Pelosi with treason and seditious conspiracy.”,Viral image,"December 12, 2022",pants-fire
261,Ciara O'Rourke,"Pfizer CEO Albert Bourla resigned, saying mRNA vaccines are “not safe.”",Viral image,"December 12, 2022",false
262,Ciara O'Rourke,Katie Hobbs signing Arizona’s election certification was “unconstitutional.”,Viral image,"December 9, 2022",false
263,Ciara O'Rourke,"Elon Musk tweeted, “The Democrats paid the CEO Jack Dorsey of Twitter millions of dollars to block and delete people’s pages during the 2020 election.”",Viral image,"December 9, 2022",false
264,Andy Nguyen,"“Since the COVID jabs were rolled out, at least 1.1 million Americans have 'died suddenly.'”",Instagram posts,"December 9, 2022",false
265,Ciara O'Rourke,Fluctuating vote count in Fox News coverage of the Georgia U.S. Senate runoff is evidence of voter fraud.,Viral image,"December 9, 2022",false
266,Ciara O'Rourke,Rod Stewart’s son “was rushed to the hospital … with a suspected heart attack” because of a COVID-19 vaccine.,Instagram posts,"December 9, 2022",pants-fire
267,Ciara O'Rourke,Video shows a child telling Jill Biden to “shut up” during a speech.,Instagram posts,"December 9, 2022",false
268,Ciara O'Rourke,Video shows former President Donald Trump saying he “just can’t be upset” with Kanye West.,Viral image,"December 9, 2022",false
269,Ciara O'Rourke,Fluctuating Georgia U.S. Senate runoff vote count is evidence of election fraud.,Viral image,"December 9, 2022",false
270,Ciara O'Rourke,“Holiday heart syndrome” is a cover for deaths caused by the COVID-19 vaccine.,Viral image,"December 9, 2022",false
271,Ciara O'Rourke,Drone footage confirms Jeffrey Epstein is alive.,Instagram posts,"December 8, 2022",pants-fire
272,Jeff Cercone,Paul Pelosi hasn’t been seen in public for months because he had mpox.,Instagram posts,"December 8, 2022",pants-fire
273,Gabrielle Settles,"On the day of the Dec. 6 runoff, “armed groups of Black Panthers” were “reportedly patrolling certain voting locations” in Georgia.",Kelly Loeffler,"December 8, 2022",false
274,Ciara O'Rourke,News clip showing Herschel Walker with early lead in Georgia U.S. Senate runoff is evidence of fraud.,Viral image,"December 8, 2022",pants-fire
275,Ciara O'Rourke,Marjorie Taylor Greene quoted Adolf Hitler on Christianity.,Viral image,"December 8, 2022",false
276,Jeff Cercone,"Canada is ""allowing children to seek out medically assisted death.”",Instagram posts,"December 7, 2022",false
277,Ciara O'Rourke,“‘Child trafficking camp’ discovered in Arizona.”,Viral image,"December 7, 2022",pants-fire
278,Ciara O'Rourke,Kirstie Alley faked her death.,Instagram posts,"December 7, 2022",pants-fire
279,Ciara O'Rourke,A photo shows a CIA agent impersonating Adolf Hitler.,Viral image,"December 7, 2022",false
280,Ciara O'Rourke,"President Joe Biden’s daughter-in-law tweeted, “The press is also covering up serious health issues that my father in law is facing. The plan is for Kamala to get a one track ride to the nomination in 2024.”",Viral image,"December 6, 2022",pants-fire
281,Gabrielle Settles,Says Hitler said Black people are the “true Hebrews.”,Instagram posts,"December 6, 2022",false
282,Kristin Hugo,"""Climate activists vow to slaughter millions of dogs to ‘reduce carbon pawprint.’”",Instagram posts,"December 6, 2022",pants-fire
283,Louis Jacobson,"“The revelation of massive & widespread fraud & deception” in the 2020 election “allows for the termination of all rules, regulations, and articles, even those found in the Constitution.”",Donald Trump,"December 6, 2022",pants-fire
284,Ciara O'Rourke,Photo shows Rep. Adam Schiff and a “little boy he killed.”,Viral image,"December 6, 2022",pants-fire
285,Haley Tenore,The law prohibits current Secretary of State Katie Hobbs from overseeing the election while she was a candidate for governor.,Paul Gosar,"December 6, 2022",false
286,Jeff Cercone,Henry Kissinger’s “deathbed confession” shows “Adolf Hitler was buried in Spain” and lived to age 68.,Instagram posts,"December 6, 2022",pants-fire
287,Maria Ramirez,The border wall and the ‘Remain in Mexico’ policy “reduced illegal immigration by 90%.”,Mike Pence,"• December 6,",false
288,Maria Ramirez,“Only about 20%” of people who apply for asylum qualify for it.,Jeh Johnson,"• December 6,",false
289,Gabrielle Settles,Hitler “didn’t kill 6 million Jews” and “the Holocaust is not what happened.”,Kanye West,"December 5, 2022",pants-fire
290,Andy Nguyen,“They removed your ability to go buy firearms the day of election.”,Instagram posts,"December 2, 2022",false
291,Jeff Cercone,"“There may be a new pandemic on the way after the release of a 50,000-year-old zombie virus.”",Instagram posts,"December 2, 2022",false
292,Jeff Cercone,Arizona midterm election was unlawful because the lab used to certify voting machines was not accredited.,Instagram posts,"December 2, 2022",false
293,Ciara O'Rourke,Rod Rosenstein and John Podesta are the sons of Nazi leaders.,Instagram posts,"December 1, 2022",pants-fire
294,Ciara O'Rourke,Video confirms Pfizer’s CEO is “reptilian.”,Viral image,"December 1, 2022",pants-fire
295,Louis Jacobson,"""I think President Trump came out four times and condemned” Nick Fuentes.",Kevin McCarthy,"November 30, 2022",false
296,Ciara O'Rourke,Country singer Jake Flint died because of the COVID-19 vaccine.,Instagram posts,"November 30, 2022",false
297,Sara Swann,Suggests virologist’s death is linked to COVID-19 vaccines.,Instagram posts,"November 30, 2022",false
298,Jill Terreri,No NASA Challenger rocket blew up with people on it.,Instagram posts,"• November 30,",pants-fire
299,Ciara O'Rourke,“Disney pushes ‘We love Satan’ in new family Christmas movie.”,Viral image,"November 30, 2022",false
300,Ciara O'Rourke,Elon Musk said he’s buying Snapchat.,Viral image,"November 30, 2022",false
301,Madison Czopek,"“Maricopa County announced that on Election Day over 540,000 voters visited one of the 223” vote centers, but final official results data claimed that “only 248,070 people voted.”",Instagram posts,"November 30, 2022",false
302,Ciara O'Rourke,“Saudi team gets $460K Rolls-Royces for upset win.”,Viral image,"November 29, 2022",false
303,Andy Nguyen,Climate change is “dictated by solar activity and the moon” and has “nothing to do with mankind.”,Instagram posts,"November 29, 2022",false
304,Ciara O'Rourke,"Qatar refused “to receive the German national team’s plane, which bears the gay logo, which forced them to return the plane to the airport of the Sultanate of Oman.”",Instagram posts,"November 29, 2022",false
