,author,statement,source,date,target
1269,Miriam Valverde,A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,Bloggers,"October 25, 2020",false
1270,Noah Y.,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",Facebook posts,"• October 25,",false
1271,Ciara O'Rourke,Says Joe Biden had an iPad at his podium during the debate.,Facebook posts,"October 25, 2020",false
1272,Amy Sherman,"Says Donald Trump “voted twice” in the Nov. 3, 2020 election",Facebook posts,"October 25, 2020",pants-fire
1275,Brandon Mulder,Says Texas has “lower taxes and less regulations than anywhere else in the U.S.”,Roger Williams,"October 23, 2020",false
1280,Benjamin Brink,"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",Vicky Hartzler,"October 23, 2020",false
1281,Clara Hendrickson,Michigan has been “like a prison” during the coronavirus.,Donald Trump,"October 23, 2020",false
1282,Daniel Funke,Says Donald Trump said “good” during the final presidential debate in reference to families being separated at the border.,Facebook posts,"October 23, 2020",false
1283,Eric Litke,"Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""",Donald Trump,"October 23, 2020",false
1284,Victoria Knight,"“They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.”",Donald Trump,"October 23, 2020",pants-fire
1286,Louis Jacobson,"""We are rounding the turn (on coronavirus). We are rounding the corner.""",Donald Trump,"October 23, 2020",false
1287,Jessica Calefati,Pennsylvania “never opened.”,Donald Trump,"October 22, 2020",false
1288,Miriam Valverde,Says Mark Kelly took to space a “Chinese communist banner.”,Martha McSally,"October 22, 2020",false
1290,Daniel Funke,The “3 red stripes” in Joe Biden’s campaign logo refer to a Chinese socialist slogan.,Facebook posts,"October 22, 2020",pants-fire
1293,Ciara O'Rourke,A video shows ballots being changed in Maryland.,Facebook posts,"October 22, 2020",false
1294,Ciara O'Rourke,“Leftists” sent “Proud Boys” emails threatening Democratic voters.,Bloggers,"October 22, 2020",false
1295,Tom Kertscher,"""California sends 440,000 ballots to ineligible voters.""",Instagram posts,"October 22, 2020",false
1298,Bill McCarthy,Says Joe Biden repeatedly told Americans he's going to raise their taxes.,Donald Trump,"October 21, 2020",false
1301,Samantha Putterman,Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,Facebook posts,"October 21, 2020",false
1302,Daniel Funke,"“Hunter Biden was chairman of the World Food Program, which just won the Nobel Peace Prize. Eric Trump, Donald J Trump Jr, Ivanka Trump are banned from ever operating a charity again because they stole donations to children with cancer.""",Left Action,"October 21, 2020",false
1303,Noah Y.,Photo shows Joe Biden next to a man seen in a sex sting video.,Facebook posts,"• October 21,",pants-fire
1304,Amy Sherman,Says “we will know which candidate you voted for.”,Emails,"October 21, 2020",pants-fire
1306,Jessica Calefati,“The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.”,Joe Biden,"October 21, 2020",false
1307,Bill McCarthy,"Says NBC News’ Kristen Welker “gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.”",Facebook posts,"October 20, 2020",false
1309,Amy Sherman,If you know someone's name and date of birth you can change their votes on Oregon’s voting website.,Bloggers,"October 20, 2020",pants-fire
1310,Ciara O'Rourke,A photo shows women who “gathered to scream at Trump through their vaginas.”,Viral image,"October 20, 2020",false
1311,Daniel Funke,"Says “Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop.”",Facebook posts,"October 20, 2020",false
1313,Nusaiba Mizan,"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",Mike Pence,"October 20, 2020",false
1314,Ciara O'Rourke,Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,Viral image,"October 20, 2020",false
1317,Amy Sherman,"Pennsylvania rejected 372,000 mail-in ballots",Facebook posts,"October 19, 2020",false
1318,Ciara O'Rourke,"Says Anthony Fauci was indicted “for crimes including treason, conspiring with the enemy and fraud.”",Facebook posts,"October 19, 2020",pants-fire
1319,Miriam Valverde,"Speaking of the federal debt before the coronavirus pandemic, “we were starting to get that number down.”",Donald Trump,"October 19, 2020",false
1323,Noah Y.,“WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.”,Facebook posts,"• October 19,",false
1324,Ciara O'Rourke,"Says Joe Biden said, “I lived in Section 8 housing as a little boy.”",Facebook posts,"October 19, 2020",false
1326,Hayat Norimine,A photo shows a massive crowd at a recent Florida rally for Donald Trump.,Facebook posts,"October 18, 2020",false
1327,Hayat Norimine,Says Nancy Pelosi was photographed with the Manson Family.,Facebook posts,"October 18, 2020",pants-fire
1328,Minh Connors,Says he “fully funded Missouri K-12 education for the first time in state history.”,Caleb Rowden,"October 16, 2020",false
1329,Ciara O'Rourke,"Says Kanye West got 40,000 votes in the presidential election in Kentucky.",Instagram posts,"October 16, 2020",false
1331,Amy Sherman,“Jaime Harrison is being left off of South Carolina ballots”,Facebook posts,"October 16, 2020",false
1333,Ciara O'Rourke,Says Joe Biden calls Donald Trump’s supporters the dregs of society.,Viral image,"October 16, 2020",false
1335,Ciara O'Rourke,"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",Viral image,"October 16, 2020",pants-fire
1337,Miriam Valverde,"Changes to DACA during his administration are ""because of the pandemic.""",Donald Trump,"October 15, 2020",false
1338,Louis Jacobson,"""They eliminated the funding for community policing.""",Joe Biden,"October 15, 2020",false
1339,Bill McCarthy,"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”",Tucker Carlson,"October 15, 2020",false
1342,Victoria Knight,“The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.”,Donald Trump,"October 15, 2020",false
1344,D.L. Davis,“BREAKING NEWS: All Charges Dropped for Kyle Rittenhouse.”,Facebook posts,"October 15, 2020",false
1345,Ciara O'Rourke,A fly landed on Amy Coney Barrett’s shoulder during day one of the confirmation hearings,Viral image,"October 15, 2020",false
1348,Amy Sherman,Says Joe Biden is a socialist.,Donald Trump,"October 15, 2020",false
1349,Laura Schulte,"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",Chris Kapenga,"October 15, 2020",false
1350,Daniel Funke,"Says Joe Biden and Barack Obama “directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up.”",Tweets,"October 14, 2020",pants-fire
1351,Samantha Putterman,Says Democratic senators were missing “masks” as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,John Cornyn,"October 14, 2020",false
1353,William Skipworth,"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",Uniting Missouri PAC,"October 14, 2020",false
1355,Tom Kertscher,"Says Doug Jones ""has voted to spend our tax dollars on late-term abortions"" and ""supports abortion up until birth.""",Tommy Tuberville,"October 14, 2020",false
1359,Ciara O'Rourke,"“Your ballot could be disqualified if it is written on” in Haltom City, Tex.",Viral image,"October 13, 2020",false
1360,Samantha Putterman,Says Amy Coney Barrett said that breastfeeding babies is child molestation.,Facebook posts,"October 13, 2020",pants-fire
1361,Louis Jacobson,"""Biden's plan is a 14% tax hike on middle class families.""",Donald Trump,"October 13, 2020",false
1362,Victoria Knight,"“The reality is when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way.”",Mike Pence,"October 13, 2020",pants-fire
1363,Ciara O'Rourke,"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she “is much, much better looking than the women we have had.”",Viral image,"October 13, 2020",pants-fire
1364,Ciara O'Rourke,“CDC just cancelled Halloween for kids.”,Viral image,"October 13, 2020",false
1365,Hayat Norimine,Says Joe Biden took a knee during the national anthem.,Facebook posts,"October 13, 2020",false
1366,Noah Y.,"A CDC report found that “people who wear masks, are actually ‘collecting’ the virus in their masks.”",Facebook posts,"• October 13,",pants-fire
1367,Hayat Norimine,Says Joe Biden called for a jihad in a video.,The Gateway Pundit,"October 13, 2020",false
1368,Ciara O'Rourke,“Jeffrey Epstein found living in New Mexico!”,Facebook posts,"October 13, 2020",pants-fire
1369,Bill McCarthy,"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",Joe Biden,"October 13, 2020",false
1370,Ciara O'Rourke,"Says Kamala Harris said, “American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",Facebook posts,"October 13, 2020",false
1371,Chris Nichols,“Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts”,Facebook posts,"October 13, 2020",false
1372,Ciara O'Rourke,“ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.”,Facebook posts,"October 12, 2020",false
1376,Noah Y.,"Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",National Republican Congressional Committee,"• October 12,",false
1378,Ciara O'Rourke,"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",Viral image,"October 12, 2020",false
1381,Rebecca Catalanello,Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.,Facebook posts,"October 12, 2020",false
1383,Kiannah Sepeda-Miller,Says U.S. Rep. Lauren Underwood described riots as “beautiful protests.”,Jim Oberweis,"October 11, 2020",false
1384,Ilana Strauss,"""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",Facebook posts,"October 10, 2020",false
1386,Amy Sherman,"During the debate, Kamala Harris said President Donald Trump “did not appoint minorities to the courts.”",Republican Party of Florida,"October 9, 2020",false
1387,Samantha Putterman,The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.,Donald Trump,"October 9, 2020",false
1388,Ciara O'Rourke,Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,Viral image,"October 9, 2020",pants-fire
1391,Madison Czopek,"Says that Nikita Khrushchev said, “Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.”",Nikki Haley,"October 9, 2020",false
1393,Haley BeMiller,"Says the U.S. House’s COVID-19 relief bill, advanced by Democrats, “strips states of their right to administer elections.”",Glenn Grothman,"October 9, 2020",false
1394,Eric Litke,Says ballots in Wisconsin “are being dumped in rivers” or creeks.,Donald Trump,"October 9, 2020",false
1395,Miriam Valverde,Says Joe Biden and Kamala Harris support abortion “up to the moment of birth.”,Mike Pence,"October 9, 2020",false
1396,Daniel Funke,"As vice president, Kamala Harris would “defund, dismantle, and dissolve police departments.”",Mike Pence,"October 8, 2020",false
1397,Aaron Sharockman,"“Shredded Pennsylvania Mail in ballot Applications were discovered in a trailer.
The applications were for @realDonaldTrump.”",Bloggers,"October 8, 2020",false
1398,Noah Y.,Says Joe Biden is proposing a tax increase that’s “the largest in American history.”,Preserve America PAC,"• October 8,",false
1401,Ciara O'Rourke,An impersonator in a Joe Biden mask gave an interview as Joe Biden.,Viral image,"October 8, 2020",pants-fire
1402,Clara Hendrickson,Says Sen. Gary Peters “downplayed the pandemic” and “failed to act.”,John James,"October 8, 2020",false
1404,Daniel Funke,"""Dems want to shut your churches down, permanently. Hope you see what is happening.""",Donald Trump,"October 7, 2020",pants-fire
1406,Ciara O'Rourke,“Chris Christie is in ICU and reported to be put on a ventilator.”,Viral image,"October 7, 2020",false
1407,Ciara O'Rourke,"“Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.”",Facebook posts,"October 7, 2020",false
1408,Madison Czopek,“The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.”,Facebook posts,"October 7, 2020",false
1409,Ciara O'Rourke,Hacked emails “revealed that Hillary Clinton & pals are involved in sex trafficking children.”,Facebook posts,"October 7, 2020",pants-fire
1411,Noah Y.,"Says Joe Biden said 14,000 people died from H1N1. “Fact checking it is 574,000.”",Facebook posts,"• October 7,",pants-fire
1412,Tom Kertscher,Says Kamala Harris said there will be “a federal tax on your home for reparations.”,Facebook posts,"October 7, 2020",false
1413,Monique Curet,“NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.”,Facebook posts,"October 7, 2020",false
1414,Ciara O'Rourke,"Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",Viral image,"October 7, 2020",pants-fire
1415,Ciara O'Rourke,Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because “people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.”,Facebook posts,"October 7, 2020",false
1416,Jon Greenberg,"“Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal.""",Donald Trump,"October 6, 2020",false
1417,William Skipworth,“All Missouri’s high-risk areas have mask mandates in place.”,Mike Parson,"October 6, 2020",false
1418,Amy Sherman,"During the Obama/Biden administration “18,000 people got clemency.”",Joe Biden,"October 6, 2020",false
1423,Ciara O'Rourke,“AARP endorses Biden and gives financial support to Planned Parenthood.”,Facebook posts,"October 6, 2020",false
1427,Ciara O'Rourke,“HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.”,Facebook posts,"October 6, 2020",false
1428,Ciara O'Rourke,“The government has released their initial plans to force a vaccine on everyone.”,Bloggers,"October 6, 2020",false
1430,Ciara O'Rourke,“Bikers show up to The Walter Reed Hospital to pray for President Trump.”,Facebook posts,"October 5, 2020",false
1432,Ciara O'Rourke,"Says Joe Biden tweeted, “I have consulted with Instagram’s CEO to take the page @electionleaks down. They have supposedly ‘video proof’ of me using a hidden earpiece in tonight’s debate. This is slander, and not true.”",Instagram posts,"October 5, 2020",pants-fire
1433,Ciara O'Rourke,“President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”,Alex Jones,"October 5, 2020",pants-fire
1436,Daniel Funke,"Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",Facebook posts,"October 4, 2020",pants-fire
1437,Aaron Sharockman,Says Joe Biden stays in his basement.,Jason MIller,"October 4, 2020",false
1439,Daniel Funke,"Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",Facebook posts,"October 4, 2020",false
1442,Ciara O'Rourke,Photo shows Chris Wallace and Jeffrey Epstein on Epstein’s private island.,Viral image,"October 2, 2020",pants-fire
1444,Daniel Funke,“No prominent Democrats have had the virus but the list of Republicans goes on and on.”,DeAnna Lorraine,"October 2, 2020",false
1445,Madison Czopek,“Biden and Obama allowed grown men in restrooms with little girls. Trump has rescued over 300 missing children from (pedophiles) and perverts.”,Facebook posts,"October 2, 2020",false
1448,Ciara O'Rourke,Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,Facebook posts,"October 2, 2020",false
1449,Daniel Funke,Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.,Tweets,"October 2, 2020",pants-fire
1450,Ciara O'Rourke,Joe Biden’s eyes were black during the debate because he was wearing Mojo Vision lenses.,Viral image,"October 2, 2020",pants-fire
1451,Miriam Valverde,An episode of “The Simpsons” showed Donald Trump in a coffin.,Facebook posts,"October 2, 2020",pants-fire
1456,Samantha Putterman,"""Last week Joe Biden flashed the ‘white power’ sign. President Trump condemned white supremacists yesterday. Why hasn't Joe Biden?”",Donald Trump,"October 1, 2020",pants-fire
1457,Miriam Valverde,“I don’t think there’s any doubt (Joe) Biden’s senile.”,Brit Hume,"October 1, 2020",false
1458,Jessica Calefati,Poll watchers in Philadelphia “were thrown out.”,Donald Trump,"October 1, 2020",false
1460,Louis Jacobson,"Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",Donald Trump,"October 1, 2020",false
1463,Laura Schulte,“A federal judge just ordered Wisconsin must have all ballots counted by 8 p.m. on the day of the election.”,Facebook posts,"September 30, 2020",pants-fire
1465,Louis Jacobson,"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",Donald Trump,"September 30, 2020",false
1466,Jon Greenberg,"Says Joe Biden “had 308,000 military people dying because you couldn’t provide them proper healthcare in the military.”",Donald Trump,"September 30, 2020",false
1467,Tom Kertscher,"“Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”",Facebook posts,"September 30, 2020",false
1471,Daniel Funke,Says Joe Biden was “wearing a wire” during the first presidential debate.,Facebook posts,"September 30, 2020",pants-fire
1473,Noah Y.,"""You said you went to Delaware State but you forgot the name of your college.""",Donald Trump,"• September 29,",false
1474,Jon Greenberg,“Word on the street is that Joe Biden got tonight’s debate questions in advance.”,Todd Starnes,"September 29, 2020",pants-fire
1475,Miriam Valverde,Says Joe Biden has a medical device implanted in his skull so he can hear someone give him answers to questions.,Facebook posts,"September 29, 2020",pants-fire
1477,Veronica Mohesky,"""Cori Bush is a career criminal and a con artist.”",Anthony Rogers,"September 29, 2020",false
1478,Ciara O'Rourke,A photo shows Dwayne “The Rock” Johnson on Epstein Island.,Viral image,"September 29, 2020",pants-fire
1479,Eric Litke,“Bad math (is) driving Wisconsin’s exploding positive test rate.”,MacIver Institute,"September 29, 2020",pants-fire
1480,Madison Czopek,“Don’t buy the new Pepsi can coming out with pics of the Empire State building and the Pledge of Allegiance on them. Pepsi left out 2 little words in the pledge ‘Under God.’”,Facebook posts,"September 29, 2020",false
1481,Ciara O'Rourke,Says Merrick Garland is investigating Donald Trump’s “tax evasion case.”,Facebook posts,"September 29, 2020",false
1483,Colin Meyn,"""I proudly voted for Hillary Clinton.""",Molly Gray,"September 29, 2020",false
1484,Samantha Putterman,"Says over 1,000 mail in ballots were found in a dumpster in California.",Facebook posts,"September 28, 2020",false
1485,Madison Czopek,Says Jared Kushner “deleted all of his tweets after the tax story broke.”,Facebook posts,"September 28, 2020",false
1486,Ciara O'Rourke,A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”,Viral image,"September 28, 2020",false
1489,Laura Schulte,"Says under U.S. Rep. Alexandria Ocasio-Cortez’s Green New Deal proposal, “Cows are out.”",Donald Trump,"September 28, 2020",false
1491,Clara Hendrickson,Says House candidate Jon Hoadley voted to defund the police,Fred Upton,"September 28, 2020",false
1494,Deborah Wilber,"""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",Richard Durbin,"September 27, 2020",false
1495,Angie Drobnic,"Like Al-Qaeda and ISIS, Amy Coney Barrett has said her “end goal is to end the separation of church and state & build a ‘Kingdom of God’ in the United States.”",Instagram posts,"• September 27,",false
1496,Samantha Putterman,Says President Trump tweeted that it’s “not fair for a president to leave office because of BAD votes!” and that the Supreme Court “should decide the presidency at every election.”,Facebook posts,"September 27, 2020",false
1498,Bill McCarthy,Kamala Harris “has not formally taken questions from the press a single time” since she was announced as Joe Biden’s vice presidential pick.,Dinesh D'Souza,"September 25, 2020",false
1499,Madison Czopek,"Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",Viral image,"September 25, 2020",false
1500,Ciara O'Rourke,"“Biden said today, if he loses, his people will keep burning, looting and killing.”",Facebook posts,"September 25, 2020",false
1502,Noah Y.,Says Judge Amy Coney Barrett said that “gays have a right to be discriminated against because they are against God’s wishes” and that “white people are God’s chosen ones.”,Facebook posts,"• September 25,",false
1503,Tom Kertscher,"Says Sara Gideon ""voted to defund"" the Freeport police ""and gave the money to a nonprofit she helped run.""",Susan Collins,"September 25, 2020",false
1504,Ciara O'Rourke,"“Coroner saying George Floyd died of drug overdose, not police brutality.”",Bloggers,"September 25, 2020",false
1506,Madison Czopek,"Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",Facebook posts,"September 25, 2020",false
1508,Jessica Calefati,"Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania.""",Donald Trump,"September 25, 2020",false
1516,Ciara O'Rourke,Photo shows Dianne Feinstein “bullying” Lisa Murkowski over “the now empty seat of the late Justice Ruth Bader Ginsburg.”,Bloggers,"September 23, 2020",false
1518,Madison Czopek,"Quotes Ronald Reagan as saying, “Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.”",Viral image,"September 23, 2020",false
1519,Ciara O'Rourke,“Guess who is the marketing CEO of Zoom? Pelosi’s daughter/Newsome’s cousin.”,Viral image,"September 23, 2020",false
1520,Ciara O'Rourke,Says Facebook “is banning Trump from advertising for president.”,Facebook posts,"September 23, 2020",false
1522,Samantha Putterman,"A clip of Joe Biden shows him reading a response to an interview question from a teleprompter, saying “I lost that line.”",Instagram posts,"September 23, 2020",pants-fire
1524,Ciara O'Rourke,Photos show children in cages.,Viral image,"September 23, 2020",false
1526,Ciara O'Rourke,“Joe Biden completely botches the Pledge of Allegiance.”,Tweets,"September 22, 2020",false
1529,Jon Greenberg,"“Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",William Barr,"September 22, 2020",false
